symbolId	category	jsonPointer	reason
operation:PostAccountsAccountPeoplePerson	dynamic-object-keys	/paths/~1v1~1accounts~1{account}~1people~1{person}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/additional_tos_acceptances	Operation 'PostAccountsAccountPeoplePerson' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostAccountsAccountPersons	dynamic-object-keys	/paths/~1v1~1accounts~1{account}~1persons/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/additional_tos_acceptances	Operation 'PostAccountsAccountPersons' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostAccountsAccountPersonsPerson	dynamic-object-keys	/paths/~1v1~1accounts~1{account}~1persons~1{person}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/additional_tos_acceptances	Operation 'PostAccountsAccountPersonsPerson' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostAppsSecrets	dynamic-object-keys	/paths/~1v1~1apps~1secrets/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/scope	Operation 'PostAppsSecrets' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostAppsSecretsDelete	dynamic-object-keys	/paths/~1v1~1apps~1secrets~1delete/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/scope	Operation 'PostAppsSecretsDelete' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBalanceSettings	dynamic-object-keys	/paths/~1v1~1balance_settings/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/payments	Operation 'PostBalanceSettings' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingAlerts	dynamic-object-keys	/paths/~1v1~1billing~1alerts/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/usage_threshold	Operation 'PostBillingAlerts' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingCreditGrants	dynamic-object-keys	/paths/~1v1~1billing~1credit_grants/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount	Operation 'PostBillingCreditGrants' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingMeterEventAdjustments	dynamic-object-keys	/paths/~1v1~1billing~1meter_event_adjustments/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/cancel	Operation 'PostBillingMeterEventAdjustments' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingMeters	dynamic-object-keys	/paths/~1v1~1billing~1meters/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/customer_mapping	Operation 'PostBillingMeters' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingPortalConfigurations	dynamic-object-keys	/paths/~1v1~1billing_portal~1configurations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/business_profile	Operation 'PostBillingPortalConfigurations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingPortalConfigurationsConfiguration	dynamic-object-keys	/paths/~1v1~1billing_portal~1configurations~1{configuration}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/business_profile	Operation 'PostBillingPortalConfigurationsConfiguration' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostBillingPortalSessions	dynamic-object-keys	/paths/~1v1~1billing_portal~1sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/flow_data	Operation 'PostBillingPortalSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCharges	dynamic-object-keys	/paths/~1v1~1charges/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/card/anyOf/0	Operation 'PostCharges' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostChargesCharge	dynamic-object-keys	/paths/~1v1~1charges~1{charge}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/fraud_details	Operation 'PostChargesCharge' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostChargesChargeCapture	dynamic-object-keys	/paths/~1v1~1charges~1{charge}~1capture/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/transfer_data	Operation 'PostChargesChargeCapture' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostChargesChargeDispute	dynamic-object-keys	/paths/~1v1~1charges~1{charge}~1dispute/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/evidence	Operation 'PostChargesChargeDispute' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCheckoutSessions	dynamic-object-keys	/paths/~1v1~1checkout~1sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/adaptive_pricing	Operation 'PostCheckoutSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCheckoutSessionsSession	dynamic-object-keys	/paths/~1v1~1checkout~1sessions~1{session}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/collected_information	Operation 'PostCheckoutSessionsSession' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostClimateOrders	dynamic-object-keys	/paths/~1v1~1climate~1orders/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/beneficiary	Operation 'PostClimateOrders' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostClimateOrdersOrder	dynamic-object-keys	/paths/~1v1~1climate~1orders~1{order}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/beneficiary/anyOf/0	Operation 'PostClimateOrdersOrder' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCoupons	dynamic-object-keys	/paths/~1v1~1coupons/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/applies_to	Operation 'PostCoupons' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCouponsCoupon	dynamic-object-keys	/paths/~1v1~1coupons~1{coupon}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/currency_options/additionalProperties	Operation 'PostCouponsCoupon' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCreditNotes	dynamic-object-keys	/paths/~1v1~1credit_notes/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/lines/items	Operation 'PostCreditNotes' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomerSessions	dynamic-object-keys	/paths/~1v1~1customer_sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/components	Operation 'PostCustomerSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomers	dynamic-object-keys	/paths/~1v1~1customers/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/address/anyOf/0	Operation 'PostCustomers' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomer	dynamic-object-keys	/paths/~1v1~1customers~1{customer}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/address/anyOf/0	Operation 'PostCustomersCustomer' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerBankAccounts	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1bank_accounts/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bank_account/anyOf/0	Operation 'PostCustomersCustomerBankAccounts' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerBankAccountsId	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1bank_accounts~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/owner	Operation 'PostCustomersCustomerBankAccountsId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerCards	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1cards/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bank_account/anyOf/0	Operation 'PostCustomersCustomerCards' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerCardsId	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1cards~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/owner	Operation 'PostCustomersCustomerCardsId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerCashBalance	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1cash_balance/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/settings	Operation 'PostCustomersCustomerCashBalance' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerFundingInstructions	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1funding_instructions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bank_transfer	Operation 'PostCustomersCustomerFundingInstructions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerSources	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1sources/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/bank_account/anyOf/0	Operation 'PostCustomersCustomerSources' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerSourcesId	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1sources~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/owner	Operation 'PostCustomersCustomerSourcesId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerSubscriptions	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1subscriptions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/add_invoice_items/items	Operation 'PostCustomersCustomerSubscriptions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostCustomersCustomerSubscriptionsSubscriptionExposedId	dynamic-object-keys	/paths/~1v1~1customers~1{customer}~1subscriptions~1{subscription_exposed_id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/add_invoice_items/items	Operation 'PostCustomersCustomerSubscriptionsSubscriptionExposedId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostDisputesDispute	dynamic-object-keys	/paths/~1v1~1disputes~1{dispute}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/evidence	Operation 'PostDisputesDispute' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostExternalAccountsId	dynamic-object-keys	/paths/~1v1~1external_accounts~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/documents	Operation 'PostExternalAccountsId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostFileLinksLink	form-composition	/paths/~1v1~1file_links~1{link}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/expires_at	Operation 'PostFileLinksLink' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostFinancialConnectionsSessions	dynamic-object-keys	/paths/~1v1~1financial_connections~1sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/account_holder	Operation 'PostFinancialConnectionsSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostForwardingRequests	dynamic-object-keys	/paths/~1v1~1forwarding~1requests/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/request	Operation 'PostForwardingRequests' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIdentityVerificationSessions	dynamic-object-keys	/paths/~1v1~1identity~1verification_sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/options	Operation 'PostIdentityVerificationSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIdentityVerificationSessionsSession	dynamic-object-keys	/paths/~1v1~1identity~1verification_sessions~1{session}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/options	Operation 'PostIdentityVerificationSessionsSession' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoiceitems	dynamic-object-keys	/paths/~1v1~1invoiceitems/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/discounts/anyOf/0/items	Operation 'PostInvoiceitems' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoiceitemsInvoiceitem	dynamic-object-keys	/paths/~1v1~1invoiceitems~1{invoiceitem}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/discounts/anyOf/0/items	Operation 'PostInvoiceitemsInvoiceitem' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoices	dynamic-object-keys	/paths/~1v1~1invoices/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_tax	Operation 'PostInvoices' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesCreatePreview	dynamic-object-keys	/paths/~1v1~1invoices~1create_preview/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_tax	Operation 'PostInvoicesCreatePreview' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesInvoice	dynamic-object-keys	/paths/~1v1~1invoices~1{invoice}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_tax	Operation 'PostInvoicesInvoice' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesInvoiceAddLines	dynamic-object-keys	/paths/~1v1~1invoices~1{invoice}~1add_lines/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/lines/items	Operation 'PostInvoicesInvoiceAddLines' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesInvoiceLinesLineItemId	dynamic-object-keys	/paths/~1v1~1invoices~1{invoice}~1lines~1{line_item_id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/discounts/anyOf/0/items	Operation 'PostInvoicesInvoiceLinesLineItemId' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesInvoicePay	form-composition	/paths/~1v1~1invoices~1{invoice}~1pay/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/mandate	Operation 'PostInvoicesInvoicePay' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostInvoicesInvoiceRemoveLines	dynamic-object-keys	/paths/~1v1~1invoices~1{invoice}~1remove_lines/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/lines/items	Operation 'PostInvoicesInvoiceRemoveLines' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostInvoicesInvoiceUpdateLines	dynamic-object-keys	/paths/~1v1~1invoices~1{invoice}~1update_lines/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/lines/items	Operation 'PostInvoicesInvoiceUpdateLines' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingCardholders	dynamic-object-keys	/paths/~1v1~1issuing~1cardholders/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing	Operation 'PostIssuingCardholders' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingCardholdersCardholder	dynamic-object-keys	/paths/~1v1~1issuing~1cardholders~1{cardholder}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing	Operation 'PostIssuingCardholdersCardholder' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingCards	dynamic-object-keys	/paths/~1v1~1issuing~1cards/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/lifecycle_controls	Operation 'PostIssuingCards' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingCardsCard	dynamic-object-keys	/paths/~1v1~1issuing~1cards~1{card}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/pin	Operation 'PostIssuingCardsCard' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingDisputes	dynamic-object-keys	/paths/~1v1~1issuing~1disputes/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/evidence	Operation 'PostIssuingDisputes' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingDisputesDispute	dynamic-object-keys	/paths/~1v1~1issuing~1disputes~1{dispute}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/evidence	Operation 'PostIssuingDisputesDispute' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingPersonalizationDesigns	dynamic-object-keys	/paths/~1v1~1issuing~1personalization_designs/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/carrier_text	Operation 'PostIssuingPersonalizationDesigns' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostIssuingPersonalizationDesignsPersonalizationDesign	form-composition	/paths/~1v1~1issuing~1personalization_designs~1{personalization_design}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/card_logo	Operation 'PostIssuingPersonalizationDesignsPersonalizationDesign' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostLinkAccountSessions	dynamic-object-keys	/paths/~1v1~1link_account_sessions/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/account_holder	Operation 'PostLinkAccountSessions' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentIntents	dynamic-object-keys	/paths/~1v1~1payment_intents/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details	Operation 'PostPaymentIntents' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentIntentsIntent	dynamic-object-keys	/paths/~1v1~1payment_intents~1{intent}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details/anyOf/0	Operation 'PostPaymentIntentsIntent' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentIntentsIntentCapture	dynamic-object-keys	/paths/~1v1~1payment_intents~1{intent}~1capture/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details	Operation 'PostPaymentIntentsIntentCapture' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentIntentsIntentConfirm	dynamic-object-keys	/paths/~1v1~1payment_intents~1{intent}~1confirm/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details/anyOf/0	Operation 'PostPaymentIntentsIntentConfirm' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentIntentsIntentIncrementAuthorization	dynamic-object-keys	/paths/~1v1~1payment_intents~1{intent}~1increment_authorization/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_details	Operation 'PostPaymentIntentsIntentIncrementAuthorization' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentLinks	dynamic-object-keys	/paths/~1v1~1payment_links/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/after_completion	Operation 'PostPaymentLinks' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentLinksPaymentLink	dynamic-object-keys	/paths/~1v1~1payment_links~1{payment_link}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/after_completion	Operation 'PostPaymentLinksPaymentLink' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentMethodConfigurations	dynamic-object-keys	/paths/~1v1~1payment_method_configurations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/acss_debit	Operation 'PostPaymentMethodConfigurations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentMethodConfigurationsConfiguration	dynamic-object-keys	/paths/~1v1~1payment_method_configurations~1{configuration}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/acss_debit	Operation 'PostPaymentMethodConfigurationsConfiguration' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentMethods	dynamic-object-keys	/paths/~1v1~1payment_methods/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/acss_debit	Operation 'PostPaymentMethods' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentMethodsPaymentMethod	dynamic-object-keys	/paths/~1v1~1payment_methods~1{payment_method}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/billing_details	Operation 'PostPaymentMethodsPaymentMethod' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentRecordsIdReportPaymentAttempt	dynamic-object-keys	/paths/~1v1~1payment_records~1{id}~1report_payment_attempt/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/failed	Operation 'PostPaymentRecordsIdReportPaymentAttempt' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentRecordsIdReportPaymentAttemptInformational	dynamic-object-keys	/paths/~1v1~1payment_records~1{id}~1report_payment_attempt_informational/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/customer_details	Operation 'PostPaymentRecordsIdReportPaymentAttemptInformational' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentRecordsIdReportRefund	dynamic-object-keys	/paths/~1v1~1payment_records~1{id}~1report_refund/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount	Operation 'PostPaymentRecordsIdReportRefund' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPaymentRecordsReportPayment	dynamic-object-keys	/paths/~1v1~1payment_records~1report_payment/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/amount_requested	Operation 'PostPaymentRecordsReportPayment' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPlans	dynamic-object-keys	/paths/~1v1~1plans/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/product/anyOf/0	Operation 'PostPlans' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPrices	dynamic-object-keys	/paths/~1v1~1prices/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/currency_options/additionalProperties	Operation 'PostPrices' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPricesPrice	dynamic-object-keys	/paths/~1v1~1prices~1{price}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/currency_options/anyOf/0/additionalProperties	Operation 'PostPricesPrice' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostProducts	dynamic-object-keys	/paths/~1v1~1products/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/default_price_data	Operation 'PostProducts' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostProductsId	form-composition	/paths/~1v1~1products~1{id}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/description	Operation 'PostProductsId' cannot be represented: form anyOf branches overlap by wire kind and cannot be selected deterministically
operation:PostPromotionCodes	dynamic-object-keys	/paths/~1v1~1promotion_codes/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/promotion	Operation 'PostPromotionCodes' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostPromotionCodesPromotionCode	dynamic-object-keys	/paths/~1v1~1promotion_codes~1{promotion_code}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/restrictions	Operation 'PostPromotionCodesPromotionCode' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostQuotes	dynamic-object-keys	/paths/~1v1~1quotes/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_tax	Operation 'PostQuotes' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostQuotesQuote	dynamic-object-keys	/paths/~1v1~1quotes~1{quote}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_tax	Operation 'PostQuotesQuote' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostRadarPaymentEvaluations	dynamic-object-keys	/paths/~1v1~1radar~1payment_evaluations/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/client_device_metadata_details	Operation 'PostRadarPaymentEvaluations' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostReportingReportRuns	dynamic-object-keys	/paths/~1v1~1reporting~1report_runs/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/parameters	Operation 'PostReportingReportRuns' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSetupIntents	dynamic-object-keys	/paths/~1v1~1setup_intents/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/automatic_payment_methods	Operation 'PostSetupIntents' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
operation:PostSetupIntentsIntent	dynamic-object-keys	/paths/~1v1~1setup_intents~1{intent}/post/requestBody/content/application~1x-www-form-urlencoded/schema/properties/payment_method_data	Operation 'PostSetupIntentsIntent' cannot be represented: form object must declare additionalProperties: false; dynamic form keys are unsupported
